id,name,type,description
intrastat_category_2014_84592100,84592100,good,"Drilling machines for working metal, numerically controlled (excl. way-type unit head machines)"
intrastat_category_2014_84592900,84592900,good,"Drilling machines for working metal, not numerically controlled (excl. way-type unit head machines and hand-operated machines)"
intrastat_category_2014_84593100,84593100,good,"Boring-milling machines for metals, numerically controlled (excl. way-type unit head machines)"
intrastat_category_2014_84593900,84593900,good,"Boring-milling machines for metals, not numerically controlled (excl. way-type unit head machines)"
intrastat_category_2014_84594010,84594010,good,"Boring machines for metals, numerically controlled (excl. way-type unit head machines and boring-milling machines)"
intrastat_category_2014_84594090,84594090,good,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and boring-milling machines)"
intrastat_category_2014_84595100,84595100,good,"Milling machines for metals, knee-type, numerically controlled"
intrastat_category_2014_84595900,84595900,good,"Milling machines for metals, knee-type, not numerically controlled"
intrastat_category_2014_84596110,84596110,good,"Tool milling machines for metals, numerically controlled"
intrastat_category_2014_84596190,84596190,good,"Milling machines for metals, numerically controlled (excl. way-type unit head machines, boring-milling machines, knee-type milling machines, tool milling machines and gear cutting machines)"
intrastat_category_2014_84596910,84596910,good,"Tool milling machines for metals, not numerically controlled"
intrastat_category_2014_84596990,84596990,good,"Milling machines for metals, not numerically controlled (excl. way-type unit head machines, boring-milling machines, knee-type milling machines, tool milling machines and gear cutting machines)"
intrastat_category_2014_84597000,84597000,good,Threading or tapping machines for metals (excl. way-type unit head machines)
intrastat_category_2014_84601100,84601100,good,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm, numerically controlled"
intrastat_category_2014_84601900,84601900,good,"Flat-surface grinding machines, for working metal, in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm, not numerically controlled"
intrastat_category_2014_84602111,84602111,good,"Internal cylindrical grinding machines for finishing metals, metal carbides or cermets, in which the positioning in any one axis can be set up to an accuracy of >= 0,01 mm, numerically controlled (other than gear finishing machines)"
intrastat_category_2014_84602115,84602115,good,"Centreless grinding machines, for finishing metals, metal carbides or cermets, in which the positioning in any one axis can be set up to an accuracy of >= 0,01 mm, numerically controlled (other than gear finishing machines)"
intrastat_category_2014_84602119,84602119,good,"Grinding machines for cylindrical surfaces, for finishing metals, metal carbides or cermets, in which the positioning of any one axis can be set up to a accuracy of >= 0,01 mm, numerically controlled (other than gear finishing machines,  internal cylindrical grinding machines and centreless grinding machines)"
intrastat_category_2014_84602190,84602190,good,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm, numerically controlled (excl. flat- or cylindrical-surface grinding machines and gear cutting, gear grinding and gear finishing machines)"
intrastat_category_2014_84602910,84602910,good,"Grinding machines for cylindrical surfaces, for finishing metals, metal carbides or cermets, in which the positioning of any one axis can be set up to an accuracy of >= 0,01 mm, not numerically controlled (other than gear finishing machines)"
intrastat_category_2014_84602990,84602990,good,"Grinding machines for working metals, metal carbides or cermets, in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm, not numerically controlled (excl. flat- or cylindrical-surface grinding machines and gear cutting, gear grinding and gear finishing machines)"
intrastat_category_2014_84603100,84603100,good,"Sharpening ""tool or cutter grinding"" machines, numerically controlled"
intrastat_category_2014_84603900,84603900,good,"Sharpening ""tool or cutter grinding"" machines, not numerically controlled"
intrastat_category_2014_84604010,84604010,good,"Honing or lapping machines, for finishing metals, metal carbides or cermets, numerically controlled (other than gear finishing machines)"
intrastat_category_2014_84604090,84604090,good,"Honing or lapping machines, for finishing metals, metal carbides or cermets, not numerically controlled (other than gear finishing machines)"
intrastat_category_2014_84609010,84609010,good,"Machines for deburring or polishing metals, metal carbides or cermets, in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm (excl. gear cutting, gear grinding or gear finishing machines)"
intrastat_category_2014_84609090,84609090,good,"Machines for deburring, grinding, or polishing metals, metal carbides or cermets (excl. grinding and polishing machines in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm, gear cutting, gear grinding or gear finishing machines and machines for working in the hand)"
intrastat_category_2014_84612000,84612000,good,"Shaping or slotting machines, for working metals, metal carbides or cermets"
intrastat_category_2014_84613010,84613010,good,"Broaching machines for working metal, metal carbides or cermets, numerically controlled"
intrastat_category_2014_84613090,84613090,good,"Broaching machines for working metal, metal carbides or cermets, not numerically controlled"
intrastat_category_2014_84614011,84614011,good,"Gear cutting machines, incl. abrasive gear cutting machines, for cutting cylindrical gears, numerically controlled, for working metals, metal carbides or cermets (excl. planing, slotting and broaching machines)"
intrastat_category_2014_84614019,84614019,good,"Gear cutting machines, incl. abrasive gear cutting machines, for cutting cylindrical gears, not numerically controlled, for working metals, metal carbides or cermets (excl. planing, slotting and broaching machines)"
intrastat_category_2014_84614031,84614031,good,"Gear cutting machines, incl. abrasive gear cutting machines, not for cylindrical gears, numerically controlled, for working metals, metal carbides or cermets (excl. planing, slotting and broaching machines)"
intrastat_category_2014_84614039,84614039,good,"Gear cutting machines, incl. abrasive gear cutting machines, not for cylindrical gears, not numerically controlled, for working metals, metal carbides or cermets (excl. planing, slotting and broaching machines)"
intrastat_category_2014_84614071,84614071,good,"Gear finishing machines, incl. abrasive gear cutting machines, in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm, numerically controlled, for working metals, metal carbides or cermets"
intrastat_category_2014_84614079,84614079,good,"Gear finishing machines, incl. abrasive gear cutting machines, in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm, not numerically controlled, for working metals, metal carbides or cermets"
intrastat_category_2014_84614090,84614090,good,"Gear finishing machines for working metals, metal carbides or cermets (excl. those in which the positioning in any one axis can be set up to an accuracy of at least 0,01 mm)"
intrastat_category_2014_84615011,84615011,good,"Circular saws for working metals, metal carbides or cermets (excl. machines for working in the hand)"
intrastat_category_2014_84615019,84615019,good,"Sawing machines for working metals, metal carbides or cermets (excl. machines for working in the hand and circular saws)"
intrastat_category_2014_84615090,84615090,good,"Cutting-off machines for working metals, metal carbides or cermets (excl. machines for working in the hand and sawing machines)"
intrastat_category_2014_84619000,84619000,good,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing material, n.e.s."
